Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Ironnet inc,IRNT,"",389932.0,6648000.0,0.00016504,,3483,389932.0,,new,0.4618758,Q3 2021,FINANCE,13F,09/30/2021,17.05,10.47
Zedge inc,ZDGE,"",497531.0,6647000.0,0.000165015,0.0002,3484,726.0,0.146134,addition,3.6417766,Q2 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,7.3887,11.46
First northwest bancorp,FNWB,"",378446.0,6645000.0,0.000164965,0.0002,3485,2986.0,0.795291,addition,3.7286283,Q1 2015,FINANCE,13F,09/30/2021,13.8594,18.87
Bright health group inc,BHG,"",812731.0,6631000.0,0.000164618,0.0003,3486,212731.0,35.455167,addition,0.1289593,Q2 2021,FINANCE,13F,09/30/2021,14.8043,4.43
Federal agricultural mortgage corp. class a,AGM.A,"",65824.0,6630000.0,0.000164593,0.0001,3487,9099.0,16.040546,addition,6.3858437,Q2 2002,FINANCE,13F,09/30/2021,43.4625,124.37
Assembly biosciences inc,ASMB,"",1903733.0,6625000.0,0.000164469,0.0002,3488,20089.0,1.066497,addition,4.2331885,Q3 2011,HEALTH CARE,13F,09/30/2021,29.077,2.49
Carrols restaurant group inc,TAST,"",1807531.0,6615000.0,0.000164221,0.0003,3489,-116769.0,-6.068129,reduction,3.5252707,Q4 2006,CONSUMER DISCRETIONARY,13F,09/30/2021,9.3,3.22
Joann inc,JOAN,"",593253.0,6609000.0,0.000164072,0.0002,3490,4592.0,0.780075,addition,1.4071500,Q1 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,13.3527,10.47
William penn bancorp inc,WMPN,"",541035.0,6606000.0,0.000163997,0.0001,3491,310503.0,134.689761,addition,3.5663468,Q2 2021,FINANCE,13F,09/30/2021,12.0779,12.17
Synchronoss technologies inc,SNCR,"",2749240.0,6599000.0,0.000163823,0.0002,3492,164167.0,6.350575,addition,3.1201113,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,5.108,3.04
Vanguard mid-cap etf,VO,"",27839.0,6591000.0,0.000163625,0.0003,3493,-26009.0,-48.300773,reduction,No Data,Q4 2006,FINANCE,13F,09/30/2021,205.67,259.21
Cpi card group inc,PMTS,"",189732.0,6588000.0,0.00016355,,3494,189732.0,,new,1.6881582,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,34.72,25.0
Nuvve holding corp,NVVE,"",609367.0,6581000.0,0.000163377,0.0002,3495,2200.0,0.362339,addition,3.2561718,Q2 2021,FINANCE,13F,09/30/2021,13.8091,15.51
Emagin corp,EMAN,"",2909861.0,6576000.0,0.000163252,0.0003,3496,4400.0,0.151439,addition,4.0133986,Q1 2011,INFORMATION TECHNOLOGY,13F,09/30/2021,1.7807,2.34
Mcewen mining inc,MUX,"",6308326.0,6562000.0,0.000162905,0.0002,3497,91398.0,1.470147,addition,1.3738021,Q1 2012,MATERIALS,13F,09/30/2021,2.2817,1.15
Ellington residential mortgage reit,EARN,"",587140.0,6553000.0,0.000162681,0.0002,3498,0.0,0.0,,4.5449401,Q2 2013,REAL ESTATE,13F,09/30/2021,13.2,11.86
Potbelly corp,PBPB,"",958715.0,6501000.0,0.000161391,0.0002,3499,4196.0,0.439593,addition,3.3928347,Q4 2013,CONSUMER DISCRETIONARY,13F,09/30/2021,12.7936,5.81
Gt biopharma,GTBP,"",963323.0,6493000.0,0.000161192,0.0004,3500,-18946.0,-1.9288,reduction,4.5595222,Q1 2021,HEALTH CARE,13F,09/30/2021,13.14,5.01
Kulr technology group inc,KULR,"",3120075.0,6490000.0,0.000161117,,3501,3120075.0,,new,3.0678823,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,2.08,3.6
Adma biologics inc,ADMA,"",5723351.0,6467000.0,0.000160546,0.0002,3502,114131.0,2.034704,addition,4.3107432,Q2 2015,HEALTH CARE,13F,09/30/2021,2.8941,1.5
Gamco investors inc,GBL,"",243144.0,6414000.0,0.000159231,0.0002,3503,2207.0,0.916007,addition,2.9777991,Q2 2002,FINANCE,13F,09/30/2021,27.0043,27.23
Tecnoglass inc,TGLS,"",294800.0,6406000.0,0.000159032,0.0002,3504,0.0,0.0,,0.6183564,Q1 2016,INDUSTRIALS,13F,09/30/2021,8.87,33.2
Calithera biosciences inc,CALA,"",2936308.0,6401000.0,0.000158908,0.0002,3505,-1879.0,-0.063951,reduction,3.9618590,Q4 2014,HEALTH CARE,13F,09/30/2021,7.0,0.915
Nacco industries inc.  class a,NC,"",213410.0,6368000.0,0.000158089,0.0001,3506,0.0,0.0,,2.9847552,Q2 2002,INDUSTRIALS,13F,09/30/2021,17.34,32.09
Novan inc,NOVN,"",781772.0,6363000.0,0.000157965,0.0002,3507,0.0,0.0,,4.1554458,Q3 2016,HEALTH CARE,13F,09/30/2021,467.42,5.89
Melco resorts & entertainment limited ad adr,MLCO,"",621238.0,6362000.0,0.00015794,0.0003,3508,13179.0,2.167388,addition,0.1296090,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2021,18.0997,11.51
Contrafect corp,CFRX,"",1563520.0,6332000.0,0.000157195,0.0002,3509,64402.0,4.295993,addition,3.9751127,Q1 2015,HEALTH CARE,13F,09/30/2021,21.9126,3.49
Adamis pharmaceuticals corp,ADMP,"",6509454.0,6315000.0,0.000156773,0.0002,3510,195613.0,3.098162,addition,4.3721020,Q3 2014,HEALTH CARE,13F,09/30/2021,1.5617,0.96
Level one bancorp inc,LEVL,"",214589.0,6313000.0,0.000156723,0.0001,3511,11238.0,5.526405,addition,2.8074175,Q2 2018,FINANCE,13F,09/30/2021,21.0524,39.3
Soc telemed inc,TLMD,"",2780528.0,6284000.0,0.000156003,0.0004,3512,136742.0,5.172204,addition,2.7773688,Q4 2020,FINANCE,13F,09/30/2021,6.6623,2.84
Omega therapeutics inc,OMGA,"",332208.0,6262000.0,0.000155457,,3513,332208.0,,new,0.6956292,Q3 2021,HEALTH CARE,13F,09/30/2021,18.85,21.56
Intellicheck inc,IDN,"",763884.0,6256000.0,0.000155308,0.0002,3514,0.0,0.0,,4.0778908,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,28.36,5.95
Costamare inc,CMRE,"",403205.0,6246000.0,0.00015506,0.0001,3515,14497.0,3.729535,addition,0.3266923,Q2 2016,ENERGY,13F,09/30/2021,7.1221,12.14
Fs development corp,GMTX,"",1543986.0,6237000.0,0.000154837,0.0003,3516,-203318.0,-11.636098,reduction,3.5815470,Q1 2021,FINANCE,13F,09/30/2021,13.55,3.51
Anixa biosciences inc,ANIX,"",1304931.0,6224000.0,0.000154514,0.0001,3517,2700.0,0.207336,addition,4.3570455,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,3.6823,4.33
Severn bancorp inc,SVBI,"",496647.0,6218000.0,0.000154365,0.0001,3518,0.0,0.0,,3.8606492,Q3 2012,FINANCE,13F,09/30/2021,9.22,
Savara inc,SVRA,"",4492247.0,6199000.0,0.000153893,0.0002,3519,0.0,0.0,,3.9458362,Q1 2013,HEALTH CARE,13F,09/30/2021,3.87,1.12
Alpine immune sciences inc,ALPN,"",580478.0,6194000.0,0.000153769,0.0001,3520,5261.0,0.914611,addition,2.4272671,Q2 2015,HEALTH CARE,13F,09/30/2021,41.5674,12.95
Five star bancorp,FSBC,"",258726.0,6194000.0,0.000153769,0.0002,3521,-135511.0,-34.372979,reduction,1.5019934,Q2 2021,FINANCE,13F,09/30/2021,24.15,29.25
Natural gas services group inc,NGS,"",596312.0,6190000.0,0.00015367,0.0002,3522,0.0,0.0,,4.4684676,Q1 2006,ENERGY,13F,09/30/2021,18.3,10.84
Fncb bancorp inc,FNCB,"",750329.0,6175000.0,0.000153297,0.0001,3523,33284.0,4.641829,addition,3.7546241,Q3 2018,FINANCE,13F,09/30/2021,8.1727,9.03
Bankfinancial corp,BFIN,"",535905.0,6152000.0,0.000152726,0.0002,3524,-9924.0,-1.818152,reduction,3.8753599,Q3 2005,FINANCE,13F,09/30/2021,13.76,11.31
Mict inc,MICT,"",3965310.0,6146000.0,0.000152577,0.0002,3525,2459.0,0.062051,addition,3.2640176,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,2.0997,1.33
Tff pharmaceuticals  inc.,TFFP,"",795038.0,6138000.0,0.000152379,0.0002,3526,23184.0,3.003677,addition,3.1335522,Q4 2019,HEALTH CARE,13F,09/30/2021,14.2732,7.8
Bel fuse  inc. class b,BELFB,"",493214.0,6130000.0,0.00015218,0.0002,3527,-170909.0,-25.73454,reduction,4.8025424,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,21.4,13.84
Natural grocers by vitamin cottage  inc.,NGVC,"",545780.0,6124000.0,0.000152031,0.0001,3528,4713.0,0.871057,addition,2.4129101,Q3 2012,CONSUMER STAPLES,13F,09/30/2021,17.7828,12.53
Tricida inc,TCDA,"",1310161.0,6079000.0,0.000150914,0.0001,3529,2221.0,0.169809,addition,2.5980446,Q3 2018,HEALTH CARE,13F,09/30/2021,33.3612,7.67
Vanguard s&p mid-cap 400 value index fund-etf shares,IVOV,"",38189.0,6077000.0,0.000150865,0.0001,3530,21675.0,131.252271,addition,No Data,Q2 2016,FINANCE,13F,09/30/2021,148.2833,173.44
Wrap technologies inc,WRAP,"",1011547.0,6059000.0,0.000150418,0.0002,3531,1042.0,0.103117,addition,2.4990196,Q1 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,6.1099,5.67
Convey holding parent inc,CNVY,"",721014.0,6056000.0,0.000150343,0.0001,3532,521014.0,260.507,addition,0.9875106,Q2 2021,HEALTH CARE,13F,09/30/2021,4.3837,7.05
Lantronix inc,LTRX,"",1040393.0,6055000.0,0.000150318,0.0001,3533,0.0,0.0,,3.5686223,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,5.86,8.99
Graham corp.,GHM,"",487103.0,6040000.0,0.000149946,0.0002,3534,10552.0,2.214244,addition,4.5560217,Q4 2007,INDUSTRIALS,13F,09/30/2021,17.957,13.22
Cyteir therapeutics inc,CYT,"",341251.0,5989000.0,0.00014868,0.0,3535,271251.0,387.501429,addition,0.9648110,Q2 2021,HEALTH CARE,13F,09/30/2021,,16.42
Amtech systems inc.,ASYS,"",522972.0,5977000.0,0.000148382,0.0001,3536,0.0,0.0,,3.6699789,Q1 2008,INFORMATION TECHNOLOGY,13F,09/30/2021,6.99,15.26
T2 biosystems inc,TTOO,"",6529417.0,5976000.0,0.000148357,0.0002,3537,12143.0,0.18632,addition,3.9370423,Q3 2014,HEALTH CARE,13F,09/30/2021,2.2076,0.658
Ati physical therapy inc,ATIP,"",1571329.0,5971000.0,0.000148233,,3538,1571329.0,,new,0.7580615,Q3 2021,FINANCE,13F,09/30/2021,3.8,4.08
Sellas life sciences group inc,SLS,"",651283.0,5966000.0,0.000148109,0.0002,3539,32749.0,5.294616,addition,4.1028438,Q1 2008,HEALTH CARE,13F,09/30/2021,1912.4482,7.07
Middlefield banc corp,MBCN,"",250119.0,5959000.0,0.000147935,0.0001,3540,0.0,0.0,,4.0693650,Q2 2017,FINANCE,13F,09/30/2021,24.86,27.42
Eagle bancorp montana inc,EBMT,"",266978.0,5940000.0,0.000147463,0.0001,3541,10412.0,4.058215,addition,3.9396444,Q4 2013,FINANCE,13F,09/30/2021,18.6559,22.96
Kala pharmaceuticals inc,KALA,"",2265470.0,5936000.0,0.000147364,0.0003,3542,61461.0,2.7886,addition,3.4868890,Q3 2017,HEALTH CARE,13F,09/30/2021,9.2647,2.02
Centrais electricas pfd adr,EBR.B,"",821495.0,5932000.0,0.000147265,0.0002,3543,0.0,0.0,,0.2934525,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,7.69,5.82
Aqua metals inc,AQMS,"",2863378.0,5927000.0,0.000147141,0.0002,3544,2337.0,0.081684,addition,4.1224882,Q4 2015,INDUSTRIALS,13F,09/30/2021,4.578,1.94
Biomea fusion inc,BMEA,"",494091.0,5915000.0,0.000146843,0.0001,3545,166616.0,50.878998,addition,1.7038589,Q2 2021,HEALTH CARE,13F,09/30/2021,14.3825,11.68
Zevia pbc,ZVIA,"",513591.0,5912000.0,0.000146768,,3546,513591.0,,new,1.4922835,Q3 2021,CONSUMER STAPLES,13F,09/30/2021,11.51,9.2
Franklin financial services corp,FRAF,"",186045.0,5910000.0,0.000146719,0.0001,3547,12310.0,7.085504,addition,4.2095038,Q2 2019,FINANCE,13F,09/30/2021,34.5435,32.65
Golar lng ltd,GLNG,"",455645.0,5909000.0,0.000146694,0.0001,3548,37797.0,9.045634,addition,0.4144352,Q2 2007,ENERGY,13F,09/30/2021,16.0329,13.04
Airgain inc,AIRG,"",467711.0,5898000.0,0.000146421,0.0002,3549,0.0,0.0,,4.6409505,Q3 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,13.85,11.0
Bgsf inc,BGSF,"",460668.0,5891000.0,0.000146247,0.0001,3550,1200.0,0.261172,addition,4.4537645,Q2 2016,CONSUMER DISCRETIONARY,13F,09/30/2021,17.5376,15.2
Citizens community bancorp inc,CZWI,"",426935.0,5871000.0,0.00014575,0.0001,3551,-4094.0,-0.94982,reduction,3.9965806,Q1 2012,FINANCE,13F,09/30/2021,11.0,13.75
First capital  inc.,FCAP,"",143703.0,5860000.0,0.000145477,0.0002,3552,3486.0,2.486146,addition,4.2592902,Q4 2017,FINANCE,13F,09/30/2021,63.4074,41.8
Catalyst biosciences inc,CBIO,"",1423382.0,5850000.0,0.000145229,0.0002,3553,1051.0,0.073893,addition,4.5380207,Q2 2008,HEALTH CARE,13F,09/30/2021,17668.7071,1.44
Rain therapeutics inc,RAIN,"",390544.0,5843000.0,0.000145055,0.0001,3554,26216.0,7.195714,addition,1.4756026,Q2 2021,HEALTH CARE,13F,09/30/2021,15.5011,16.99
Clipper realty inc,CLPR,"",720822.0,5839000.0,0.000144956,0.0001,3555,28602.0,4.131923,addition,4.4874044,Q1 2017,REAL ESTATE,13F,09/30/2021,11.0098,9.15
Grupo aval acciones y valores s.a. adr,AVAL,"",1009246.0,5833000.0,0.000144807,0.0001,3556,10738.0,1.075405,addition,0.2823137,Q3 2014,FINANCE,13F,09/30/2021,11.4985,5.42
Emerald expositions events inc,EEX,"",1343940.0,5833000.0,0.000144807,0.0002,3557,7002.0,0.523734,addition,1.8865468,Q2 2017,COMMUNICATIONS,13F,09/30/2021,15.1932,4.44
Greenwich lifesciences  inc.,GLSI,"",149294.0,5832000.0,0.000144782,0.0001,3558,27876.0,22.958705,addition,1.1511465,Q4 2020,HEALTH CARE,13F,09/30/2021,36.2967,36.92
Acres commercial realty corp,ACR,"",360475.0,5829000.0,0.000144708,0.0002,3559,-62550.0,-14.78636,reduction,3.8252334,Q4 2006,REAL ESTATE,13F,09/30/2021,339.31,14.72
Phasebio pharmaceuticals inc,PHAS,"",1874573.0,5829000.0,0.000144708,0.0002,3560,5909.0,0.316215,addition,3.9019070,Q4 2018,HEALTH CARE,13F,09/30/2021,5.9909,2.78
Corvus pharmaceuticals inc,CRVS,"",1203363.0,5824000.0,0.000144584,0.0001,3561,94145.0,8.487511,addition,2.8367047,Q2 2016,HEALTH CARE,13F,09/30/2021,5.3285,3.59
P.t. telekomunikasi indonesia adr,TLK,"",229012.0,5817000.0,0.00014441,0.0001,3562,-6839.0,-2.899712,reduction,0.0231180,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,22.53,25.23
Vanguard high dividend yield etf,VYM,"",56157.0,5804000.0,0.000144087,0.0003,3563,-69020.0,-55.137925,reduction,No Data,Q1 2013,FINANCE,13F,09/30/2021,89.03,110.19
Universal logistics holdings inc,ULH,"",288933.0,5802000.0,0.000144038,0.0002,3564,-80636.0,-21.81893,reduction,3.9338240,Q1 2005,TRANSPORTS,13F,09/30/2021,22.19,20.45
Equillium inc,EQ,"",850077.0,5797000.0,0.000143913,0.0001,3565,9532.0,1.134026,addition,2.8931103,Q4 2018,HEALTH CARE,13F,09/30/2021,6.2564,5.41
Power reit (pittsburg & west virginia railway co.),PW,"",115949.0,5794000.0,0.000143839,0.0001,3566,3122.0,2.767068,addition,3.4898823,Q3 2019,REAL ESTATE,13F,09/30/2021,37.6898,70.0
First community corp,FCCO,"",292611.0,5793000.0,0.000143814,0.0001,3567,4691.0,1.629272,addition,3.8809951,Q2 2016,FINANCE,13F,09/30/2021,20.784,21.39
Cim commercial trust corp,CMCT,"",638909.0,5789000.0,0.000143715,0.0001,3568,173772.0,37.359316,addition,2.7339636,Q1 2004,REAL ESTATE,13F,09/30/2021,15.1608,7.25
Hawthorn bancshares inc,HWBK,"",249641.0,5782000.0,0.000143541,0.0001,3569,9399.0,3.912305,addition,3.7727360,Q2 2003,FINANCE,13F,09/30/2021,21.2738,25.44
Servicesource international inc,SREV,"",4280050.0,5778000.0,0.000143442,0.0001,3570,47959.0,1.133222,addition,4.3729425,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2021,2.7739,1.16
Hamilton beach brands holding co,HBB,"",365833.0,5732000.0,0.0001423,0.0002,3571,2215.0,0.609156,addition,3.7068621,Q4 2017,CONSUMER STAPLES,13F,09/30/2021,25.1025,16.47
Garrett motion inc,GTX,"",776911.0,5726000.0,0.000142151,0.0001,3572,362892.0,87.65105,addition,1.1941054,Q2 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,7.6951,7.81
Hutchmed (china) ltd,HCM,"",156048.0,5713000.0,0.000141828,0.0001,3573,20361.0,15.005859,addition,0.0902672,Q4 2018,HEALTH CARE,13F,09/30/2021,25.8975,31.19
Voyager therapeutics inc,VYGR,"",2162874.0,5689000.0,0.000141232,0.0002,3574,-6099.0,-0.281193,reduction,5.7014288,Q4 2015,HEALTH CARE,13F,09/30/2021,14.89,3.42
Kaleido biosciences inc,KLDO,"",1036420.0,5659000.0,0.000140487,0.0002,3575,8965.0,0.872544,addition,2.4341948,Q2 2019,HEALTH CARE,13F,09/30/2021,8.1466,4.59
Aspen group inc,ASPU,"",1015694.0,5657000.0,0.000140438,0.0002,3576,0.0,0.0,,4.0739280,Q3 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,7.56,4.36
Farmer brothers co,FARM,"",672072.0,5651000.0,0.000140289,0.0002,3577,0.0,0.0,,3.7353379,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,20.16,8.01
First financial northwest inc,FFNW,"",345154.0,5651000.0,0.000140289,0.0001,3578,-4721.0,-1.349339,reduction,3.6199271,Q2 2008,FINANCE,13F,09/30/2021,9.37,17.1
First united corp.,FUNC,"",302717.0,5631000.0,0.000139792,0.0001,3579,-77.0,-0.02543,reduction,4.5764947,Q2 2002,FINANCE,13F,09/30/2021,16.4,19.48
Computer task group  inc.,CTG,"",705431.0,5629000.0,0.000139743,0.0002,3580,36355.0,5.433613,addition,4.6022287,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,6.5194,8.72
Hbt financial  inc.,HBT,"",362031.0,5629000.0,0.000139743,0.0002,3581,-46461.0,-11.373785,reduction,1.3242943,Q4 2019,FINANCE,13F,09/30/2021,18.84,18.3
Ca bancorp,CALB,"",320903.0,5626000.0,0.000139668,0.0001,3582,200.0,0.062363,addition,3.8996048,Q2 2020,FINANCE,13F,09/30/2021,14.9816,19.125
Sharps compliance corp,SMED,"",679658.0,5621000.0,0.000139544,0.0002,3583,24075.0,3.672304,addition,3.9415572,Q1 2011,HEALTH CARE,13F,09/30/2021,6.1672,8.47
Geospace technologies corp,GEOS,"",588435.0,5619000.0,0.000139494,0.0001,3584,0.0,0.0,,4.4570498,Q4 2005,INFORMATION TECHNOLOGY,13F,09/30/2021,28.14,9.02
Markforged holding corporation,MKFG,"",856486.0,5618000.0,0.00013947,,3585,856486.0,,new,0.4623360,Q3 2021,FINANCE,13F,09/30/2021,6.56,7.35
Companhia brasileira de distribuicao adr,CBD,"",1191459.0,5612000.0,0.000139321,0.0002,3586,0.0,0.0,,0.4430934,Q3 2005,CONSUMER STAPLES,13F,09/30/2021,30.86,4.14
Pieris pharmaceuticals inc,PIRS,"",1079241.0,5579000.0,0.000138501,0.0001,3587,2182.0,0.202589,addition,1.6177927,Q2 2017,HEALTH CARE,13F,09/30/2021,3.7928,3.89
Corbus pharmaceuticals holdings inc,CRBP,"",5466841.0,5575000.0,0.000138402,0.0002,3588,4791.0,0.087714,addition,4.3654097,Q2 2015,HEALTH CARE,13F,09/30/2021,4.1572,1.01
Vanguard total international stock etf,VXUS,"",87760.0,5552000.0,0.000137831,0.0005,3589,-208807.0,-70.408036,reduction,No Data,Q1 2014,FINANCE,13F,09/30/2021,62.24,65.61
Energous corp,WATT,"",2668079.0,5550000.0,0.000137781,0.0002,3590,168227.0,6.729478,addition,4.2434909,Q3 2014,INDUSTRIALS,13F,09/30/2021,5.7716,1.84
Velocity financial  inc.,VEL,"",421303.0,5544000.0,0.000137633,0.0001,3591,2496.0,0.595979,addition,2.0457555,Q1 2020,FINANCE,13F,09/30/2021,5.9132,13.01
Regis corp.,RGS,"",1588521.0,5529000.0,0.00013726,0.0003,3592,102771.0,6.917113,addition,4.4274966,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,18.6039,3.18
Gaiam inc,GAIA,"",583155.0,5528000.0,0.000137235,0.0002,3593,0.0,0.0,,4.1899378,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,11.48,9.68
Blue apron holdings inc,APRN,"",750310.0,5514000.0,0.000136888,0.0001,3594,14973.0,2.036209,addition,3.1234655,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,67.5051,8.26
Xos inc,XOS,"",1186622.0,5494000.0,0.000136391,,3595,1186622.0,,new,0.7316489,Q3 2021,FINANCE,13F,09/30/2021,4.63,4.42
First national corp,FXNC,"",238813.0,5492000.0,0.000136342,0.0001,3596,107897.0,82.41697,addition,3.8403486,Q2 2019,FINANCE,13F,09/30/2021,21.4596,23.0
Quantum computing inc,QUBT,"",881874.0,5490000.0,0.000136292,,3597,881874.0,,new,3.0245896,Q3 2021, ,13F,09/30/2021,6.225,7.26
Vanguard mid-cap value etf,VOE,"",39236.0,5478000.0,0.000135994,,3598,39236.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,139.61,149.79
Weyco group inc. (weyenberg shoe co.),WEYS,"",241356.0,5469000.0,0.000135771,0.0001,3599,500.0,0.207593,addition,2.4847074,Q1 2003,INDUSTRIALS,13F,09/30/2021,27.2804,23.48
Outbrain inc,OB,"",368702.0,5457000.0,0.000135473,,3600,368702.0,,new,0.6685235,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,14.8,16.62
F-star therapeutics inc,FSTX,"",744623.0,5451000.0,0.000135324,0.0002,3601,-28592.0,-3.697807,reduction,3.6111651,Q2 2017,HEALTH CARE,13F,09/30/2021,11.75,6.16
Nextcure inc,NXTC,"",806813.0,5438000.0,0.000135001,0.0002,3602,1586.0,0.196963,addition,2.9220122,Q2 2019,HEALTH CARE,13F,09/30/2021,33.9165,6.0
Alkaline water company inc,WTER,"",3414448.0,5430000.0,0.000134802,0.0001,3603,250987.0,7.933937,addition,3.5687363,Q1 2019,CONSUMER STAPLES,13F,09/30/2021,1.8772,1.39
Astronova inc,ALOT,"",359974.0,5417000.0,0.00013448,0.0001,3604,0.0,0.0,,4.9623277,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,15.3,18.0
Lee enterprises inc,LEE,"",238217.0,5394000.0,0.000133909,0.0002,3605,0.0,0.0,,4.0451297,Q2 2002,COMMUNICATIONS,13F,09/30/2021,-113.55,18.8
Intest corp,INTT,"",469953.0,5394000.0,0.000133909,0.0002,3606,0.0,0.0,,4.3583650,Q2 2013,INFORMATION TECHNOLOGY,13F,09/30/2021,9.78,16.56
Ecoark holdings inc,ZEST,"",1027396.0,5394000.0,0.000133909,,3607,1027396.0,,new,3.8991694,Q3 2021,ENERGY,13F,09/30/2021,5.25,3.33
Lifevantage corp,LFVN,"",794063.0,5376000.0,0.000133462,0.0001,3608,-6197.0,-0.774373,reduction,5.8183774,Q4 2012,HEALTH CARE,13F,09/30/2021,137.97,7.68
Northern technologies international corp,NTIC,"",353426.0,5373000.0,0.000133387,0.0002,3609,3400.0,0.971356,addition,3.8795982,Q2 2013,MATERIALS,13F,09/30/2021,10.1293,16.38
Hudson technologies inc.,HDSN,"",1520987.0,5370000.0,0.000133313,0.0001,3610,-4011.0,-0.263017,reduction,3.4671283,Q3 2005,INDUSTRIALS,13F,09/30/2021,2.72,4.73
Hookipa pharma inc,HOOK,"",911699.0,5370000.0,0.000133313,0.0002,3611,10550.0,1.170728,addition,3.4967184,Q2 2019,HEALTH CARE,13F,09/30/2021,10.8025,3.78
Nexpoint real estate finance  inc.,NREF,"",274797.0,5353000.0,0.000132891,0.0001,3612,50000.0,22.24229,addition,4.9972359,Q2 2020,REAL ESTATE,13F,09/30/2021,17.2795,21.52
Plumas bancorp,PLBC,"",169385.0,5349000.0,0.000132792,0.0001,3613,4313.0,2.612799,addition,2.9152424,Q2 2017,FINANCE,13F,09/30/2021,23.8812,36.5
Target hospitality corp,TH,"",1433872.0,5348000.0,0.000132767,0.0001,3614,7779.0,0.545476,addition,1.4081378,Q2 2019,FINANCE,13F,09/30/2021,7.0022,4.26
Talaris therapeutics inc,TALS,"",394178.0,5345000.0,0.000132692,0.0001,3615,3352.0,0.857671,addition,0.9533670,Q2 2021,HEALTH CARE,13F,09/30/2021,14.6804,14.84
Transact technologies inc,TACT,"",383923.0,5337000.0,0.000132494,0.0001,3616,15429.0,4.187042,addition,4.2698418,Q1 2004,INFORMATION TECHNOLOGY,13F,09/30/2021,10.0991,12.5
Hirequest inc,HQI,"",275775.0,5330000.0,0.00013232,0.0001,3617,5186.0,1.91656,addition,2.0217999,Q3 2019,INDUSTRIALS,13F,09/30/2021,,22.38
Gold resource corp,GORO,"",3383418.0,5312000.0,0.000131873,0.0002,3618,-79161.0,-2.286186,reduction,4.5395554,Q2 2011,MATERIALS,13F,09/30/2021,7.0,2.24
Manitex international inc,MNTX,"",738878.0,5305000.0,0.000131699,0.0001,3619,0.0,0.0,,3.7116995,Q3 2010,INDUSTRIALS,13F,09/30/2021,8.46,6.71
So-young international inc,SY,"",1245131.0,5304000.0,0.000131674,0.0003,3620,-16867.0,-1.336531,reduction,1.3591665,Q4 2019,COMMUNICATIONS,13F,09/30/2021,11.82,4.76
Vanguard s&p mid-cap 400 index fund-etf shares,IVOO,"",29728.0,5295000.0,0.000131451,0.0001,3621,281.0,0.954257,addition,No Data,Q4 2020,FINANCE,13F,09/30/2021,158.1209,195.15
Gol linhas aereas inteligentes s.a. adr,GOL,"",690074.0,5265000.0,0.000130706,0.0002,3622,0.0,0.0,,0.4390351,Q4 2010,TRANSPORTS,13F,09/30/2021,10.92,6.06
Evercommerce inc,EVCM,"",319123.0,5263000.0,0.000130657,,3623,319123.0,,new,0.1633706,Q3 2021, ,13F,09/30/2021,16.49,17.31
Pctel inc,PCTI,"",844464.0,5253000.0,0.000130408,0.0001,3624,0.0,0.0,,4.6154648,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,6.34,6.0
Ault global holdings inc,DPW,"",2154422.0,5236000.0,0.000129986,0.0002,3625,-75900.0,-3.403096,reduction,3.6775178,Q1 2021,INDUSTRIALS,13F,09/30/2021,14.68,1.95
Ardelyx inc,ARDX,"",3963547.0,5232000.0,0.000129887,0.0007,3626,66954.0,1.71827,addition,3.8436628,Q3 2014,HEALTH CARE,13F,09/30/2021,7.1597,1.02
