Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Petros pharmaceuticals inc,PTPI,"",18622.0,38000.0,1.06335e-06,0.0,5311,-316.0,-1.668603,reduction,N/A,Q4 2020, ,13F,09/30/2021,,
Stealthgas inc,GASS,"",13825.0,37000.0,1.03537e-06,0.0,5312,0.0,0.0,,0.0365176,Q2 2020,ENERGY,13F,09/30/2021,2.75,2.73
Coffee holding co. inc,JVA,"",8234.0,37000.0,1.03537e-06,0.0,5313,319.0,4.030322,addition,0.1442385,Q1 2017,CONSUMER STAPLES,13F,09/30/2021,4.3866,4.59
Innsuites hospitality trust,IHT,"",8946.0,37000.0,1.03537e-06,0.0,5314,-188.0,-2.058244,reduction,0.1010100,Q2 2021,REAL ESTATE,13F,09/30/2021,6.72,3.75
Golden minerals co,AUMN,"",85284.0,37000.0,1.03537e-06,0.0,5315,3190.0,3.885789,addition,0.0523843,Q1 2017,MATERIALS,13F,09/30/2021,0.4396,0.48
Ishares 0-5 year investment grade corporate bond etf,SLQD,"",709.0,37000.0,1.03537e-06,0.0001,5316,-96028.0,-99.267085,reduction,No Data,Q1 2018,FINANCE,13F,09/30/2021,51.84,51.25
Lizhi inc.,LIZI,"",11764.0,37000.0,1.03537e-06,,5317,11764.0,,new,0.0337562,Q1 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,3.17,2.68
Pluristem therapeutics inc,PSTI,"",13357.0,36000.0,1.00739e-06,0.0,5318,6680.0,100.04493,addition,0.0417344,Q2 2021,HEALTH CARE,13F,09/30/2021,3.3049,2.72
Xcel brands inc,XELB,"",24370.0,36000.0,1.00739e-06,0.0,5319,-516.0,-2.073455,reduction,0.1247169,Q1 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,2.99,1.42
Schwab fundamental emerging markets large company index etf,FNDE,"",1109.0,36000.0,1.00739e-06,0.0,5320,-240.0,-17.790956,reduction,No Data,Q1 2016,FINANCE,13F,09/30/2021,27.95,32.44
Schwab fundamental u.s. large company index etf,FNDX,"",674.0,36000.0,1.00739e-06,0.0,5321,-105.0,-13.478819,reduction,No Data,Q1 2016,FINANCE,13F,09/30/2021,41.31,57.85
Cheetah mobile inc adr,CMCM,"",22343.0,36000.0,1.00739e-06,0.0,5322,15303.0,217.372159,addition,0.0501408,Q1 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,1.8506,1.64
Jiayin group inc,JFIN,"",9736.0,36000.0,1.00739e-06,0.0,5323,-2362.0,-19.523888,reduction,0.0180213,Q2 2021,FINANCE,13F,09/30/2021,5.29,3.85
Vanguard communication services index fund-etf shares,VOX,"",250.0,35000.0,9.79406e-07,0.0,5324,-95.0,-27.536232,reduction,No Data,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,133.81,142.51
Spdr(r) nuveen bloomberg barclays municipal bond etf-spdr(r) nuveen bloomberg barclays municipal bond etf,TFI,"",681.0,35000.0,9.79406e-07,0.0,5325,-64.0,-8.590604,reduction,No Data,Q3 2016,FINANCE,13F,09/30/2021,51.69,51.56
Vanguard s&p 500 growth index fund-etf shares,VOOG,"",132.0,35000.0,9.79406e-07,0.0,5326,-15.0,-10.204082,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,128.14,298.64
Mereo biopharma group plc,MREO,"",14300.0,35000.0,9.79406e-07,0.0,5327,1341.0,10.348021,addition,0.0132233,Q1 2021,HEALTH CARE,13F,09/30/2021,3.0997,2.05
Novo integrated sciences inc,NVOS,"",19209.0,35000.0,9.79406e-07,0.0,5328,-416.0,-2.119745,reduction,0.0725159,Q2 2021, ,13F,09/30/2021,2.51,1.59
Ispecimen inc,ISPC,"",6007.0,35000.0,9.79406e-07,,5329,6007.0,,new,0.0867734,Q3 2021, ,13F,09/30/2021,5.835,4.8
Glimpse group inc,VRAR,"",4745.0,35000.0,9.79406e-07,,5330,4745.0,,new,0.0496760,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,7.29,17.13
Xunlei ltd adr,XNET,"",11976.0,34000.0,9.51423e-07,0.0,5331,4755.0,65.849605,addition,0.0178913,Q3 2020,COMMUNICATIONS,13F,09/30/2021,4.5664,2.89
Irsa inversiones y representaciones adr,IRS,"",8121.0,33000.0,9.2344e-07,0.0,5332,-812.0,-9.089891,reduction,0.0123293,Q4 2015,REAL ESTATE,13F,09/30/2021,20.01,4.56
Cyanotech corp.,CYAND,"",11574.0,33000.0,9.2344e-07,0.0,5333,0.0,0.0,,0.1891176,Q1 2017,HEALTH CARE,13F,09/30/2021,3.84,3.19
Summer infant inc,SUMR,"",3894.0,33000.0,9.2344e-07,0.0,5334,-64.0,-1.616978,reduction,0.1774187,Q1 2017,CONSUMER STAPLES,13F,09/30/2021,31.81,12.76
Granite real estate investment trusts,GRP.U,"",469.0,33000.0,9.2344e-07,0.0,5335,0.0,0.0,,0.0007141,Q1 2021,REAL ESTATE,13F,09/30/2021,60.91,79.0
Acrux pharmaceuticals inc,ACXP,"",6515.0,33000.0,9.2344e-07,,5336,6515.0,,new,0.0643825,Q3 2021,HEALTH CARE,13F,09/30/2021,5.14,4.74
Unicycive therapeutics inc,UNCY,"",11443.0,33000.0,9.2344e-07,,5337,11443.0,,new,0.0788734,Q3 2021,HEALTH CARE,13F,09/30/2021,2.83,2.71
Vanguard short-term treasury index fund-etf shares,VGSH,"",517.0,32000.0,8.95457e-07,0.0,5338,0.0,0.0,,No Data,Q4 2016,FINANCE,13F,09/30/2021,62.05,61.17
Vicarious surgical inc,RBOT,"",2107.0,32000.0,8.95457e-07,0.0,5339,-355.0,-14.419171,reduction,0.0061072,Q2 2021,FINANCE,13F,09/30/2021,9.97,13.05
Galecto  inc.,GLTO,"",8957.0,32000.0,8.95457e-07,0.0,5340,1653.0,22.631435,addition,0.0354567,Q4 2020,HEALTH CARE,13F,09/30/2021,10.8638,3.05
Ipower inc,IPW,"",8115.0,32000.0,8.95457e-07,,5341,8115.0,,new,0.0306821,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,3.96,3.71
Moving image technologies inc.,MITQ,"",11599.0,32000.0,8.95457e-07,,5342,11599.0,,new,No Data,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,2.82,2.75
First wave biopharma inc,FWBI,"",10944.0,31000.0,8.67474e-07,0.0,5343,4783.9,77.659454,addition,0.0117347,Q2 2017,HEALTH CARE,13F,09/30/2021,341.6042,2.07
Sol-gel technologies ltd,SLGL,"",3089.0,31000.0,8.67474e-07,0.0,5344,-405.0,-11.591299,reduction,0.0134139,Q1 2019,HEALTH CARE,13F,09/30/2021,7.96,9.02
Ishares morningstar growth etf-ishares morningstar growth etf,ILCG,"",459.0,30000.0,8.39491e-07,0.0,5345,38.0,9.026128,addition,No Data,Q1 2018,FINANCE,13F,09/30/2021,13.8927,72.63
Sprott physical gold and silver trust (central fund of canada),CEF,"",1707.0,29000.0,8.11508e-07,0.0,5346,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,11.95,18.58
Invesco s&p 500 pure growth etf-invesco s&p 500 pure growth etf,RPG,"",150.0,29000.0,8.11508e-07,0.0,5347,0.0,0.0,,No Data,Q1 2021,FINANCE,13F,09/30/2021,164.27,219.55
Spdr(r) nuveen bloomberg barclays short term municipal bond etf-spdr(r) nuveen bloomberg barclays short term municipal bond etf,SHM,"",593.0,29000.0,8.11508e-07,0.0,5348,346.0,140.080972,addition,No Data,Q3 2016,FINANCE,13F,09/30/2021,49.4417,49.25
Nam tai property inc,NTP,"",1253.0,29000.0,8.11508e-07,,5349,1253.0,,new,0.0031966,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,23.25,25.71
Grove inc,GRVI,"",5706.0,29000.0,8.11508e-07,,5350,5706.0,,new,0.0401595,Q3 2021, ,13F,09/30/2021,5.08,4.96
Invesco high yield equity dividend achieverstm etf-invesco high yield equity dividend achieverstm etf,PEY,"",1396.0,28000.0,7.83525e-07,0.0,5351,-26.0,-1.828411,reduction,No Data,Q4 2019,FINANCE,13F,09/30/2021,18.99,20.7
Lixte biotechnology holdings inc,LIXT,"",13425.0,28000.0,7.83525e-07,0.0,5352,8826.0,191.911285,addition,0.0976606,Q1 2021,HEALTH CARE,13F,09/30/2021,2.4123,1.74
Schwab fd us sml comp index,FNDA,"",530.0,28000.0,7.83525e-07,0.0,5353,-24.0,-4.33213,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,41.07,57.11
Shiftpixy inc,PIXY,"",24662.0,28000.0,7.83525e-07,0.0,5354,-528.0,-2.09607,reduction,0.0858911,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,2.36,1.05
Guild holdings co,GHLD,"",2065.0,28000.0,7.83525e-07,,5355,2065.0,,new,0.0099934,Q1 2021,FINANCE,13F,09/30/2021,13.76,15.45
Comstock holding companies inc,CHCI,"",5793.0,27000.0,7.55541e-07,0.0,5356,-120.0,-2.029427,reduction,0.0715235,Q1 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,5.8,5.86
Irsa propiedades comerciales s.a. adr,IRCP,"",9278.0,27000.0,7.55541e-07,0.0,5357,6897.0,289.668207,addition,0.0068570,Q4 2019,REAL ESTATE,13F,09/30/2021,6.4017,2.51
Dynatronics corp.,DYNT,"",18478.0,27000.0,7.55541e-07,0.0,5358,0.0,0.0,,0.1051422,Q1 2017,HEALTH CARE,13F,09/30/2021,2.85,1.34
Allot ltd,ALLT,"",1779.0,26000.0,7.27558e-07,0.0,5359,-680.0,-27.653518,reduction,0.0050279,Q1 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,10.22,11.76
Knot offshore partners l.p.,KNOP,"",1358.0,26000.0,7.27558e-07,0.0,5360,0.0,0.0,,0.0041265,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,10.2,18.33
Dermata therapeutics inc,DRMA,"",5751.0,26000.0,7.27558e-07,,5361,5751.0,,new,0.0765189,Q3 2021,HEALTH CARE,13F,09/30/2021,4.49,4.8
Vanguard mid-cap growth etf,VOT,"",104.0,25000.0,6.99575e-07,0.0,5362,-384.0,-78.688525,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,135.29,263.59
First trust amex biotech index fund,FBT,"",151.0,25000.0,6.99575e-07,0.0,5363,0.0,0.0,,No Data,Q1 2021,HEALTH CARE,13F,09/30/2021,160.5,158.96
Vaneck vectors intermediate muni etf-vaneck vectors intermediate muni etf,ITM,"",480.0,25000.0,6.99575e-07,0.0,5364,-601.0,-55.59667,reduction,No Data,Q4 2016,FINANCE,13F,09/30/2021,49.81,51.13
Olb group inc,OLB,"",6319.0,25000.0,6.99575e-07,0.0,5365,-2693.0,-29.882379,reduction,0.0868659,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,5.46,5.09
Amplitech group inc,AMPG,"",7102.0,25000.0,6.99575e-07,0.0,5366,-2088.0,-22.720348,reduction,0.0760087,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,4.63,4.19
Galmed pharmaceuticals ltd,GLMD,"",9116.0,25000.0,6.99575e-07,0.0,5367,0.0,0.0,,0.0363420,Q2 2020,HEALTH CARE,13F,09/30/2021,4.24,2.79
Xtant med hldgs inc com (de),XTNT,"",22473.0,25000.0,6.99575e-07,0.0,5368,-488.0,-2.125343,reduction,N/A,Q1 2018, ,13F,09/30/2021,,
Xtrackers s&p 500 esg etf-xtrackers s&p 500 esg etf,SNPE,"",646.0,25000.0,6.99575e-07,0.0,5369,-16.0,-2.416918,reduction,No Data,Q4 2020,FINANCE,13F,09/30/2021,32.98,41.99
Jupiter wellness  inc.,JUPW,"",17356.0,25000.0,6.99575e-07,0.0,5370,-372.0,-2.098375,reduction,0.0756996,Q2 2021,HEALTH CARE,13F,09/30/2021,4.48,1.4
First trust consumer discretionary alphadex fund-first trust consumer discretionary alphadex fund,FXD,"",400.0,24000.0,6.71592e-07,0.0,5371,0.0,0.0,,No Data,Q1 2021,FINANCE,13F,09/30/2021,58.2,64.85
Ishares emerging markets high yield bond etf,EMHY,"",536.0,24000.0,6.71592e-07,,5372,536.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,44.36,43.49
Wisdomtree emerging markets ex-state owned enterprises fund,XSOE,"",639.0,24000.0,6.71592e-07,,5373,639.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,37.32,38.59
Ishares esg advanced msci eafe etf-ishares esg advanced msci eafe etf,DMXF,"",354.0,24000.0,6.71592e-07,,5374,354.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,67.765,70.65
Polypid ltd.,PYPD,"",3091.0,24000.0,6.71592e-07,0.0,5375,0.0,0.0,,0.0167129,Q3 2020,HEALTH CARE,13F,09/30/2021,11.01,7.36
Achieve life sciences inc,ACHV,"",2737.0,23000.0,6.43609e-07,0.0,5376,2410.0,737.003058,addition,0.0289562,Q1 2017,HEALTH CARE,13F,09/30/2021,123944.4546,7.84
Pimco 1-5 year u.s. tips index exchange-traded fund-pimco 1-5 year u.s. tips index exchange-traded fund,STPZ,"",411.0,23000.0,6.43609e-07,0.0,5377,-39.0,-8.666667,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,51.64,55.7
Nouveau monde graphite,NMG,"",4140.0,23000.0,6.43609e-07,,5378,4140.0,,new,0.0087970,Q3 2021,MATERIALS,13F,09/30/2021,5.6,8.83
Twin vee powercats co,VEEE,"",6490.0,23000.0,6.43609e-07,,5379,6490.0,,new,0.0927143,Q3 2021, ,13F,09/30/2021,3.59,3.83
Vanguard extended market index etf,VXF,"",123.0,22000.0,6.15626e-07,0.0005,5380,-100389.0,-99.877627,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,121.23,196.64
Grupo simec s.a.b. de cv adr,SIM,"",902.0,22000.0,6.15626e-07,0.0,5381,-159.0,-14.985862,reduction,0.0005437,Q1 2021,MATERIALS,13F,09/30/2021,11.75,24.0
Victoryshares us eq income enhanced vola,CDC,"",345.0,22000.0,6.15626e-07,0.0,5382,293.0,563.461538,addition,No Data,Q1 2018,FINANCE,13F,09/30/2021,61.4957,67.69
Vanguard health care index fund-etf shares,VHT,"",84.0,21000.0,5.87643e-07,0.0,5383,64.0,320.0,addition,No Data,Q2 2016,HEALTH CARE,13F,09/30/2021,228.8195,257.96
Immatics n.v.,4A3:FWB,"",1586.0,21000.0,5.87643e-07,0.0,5384,0.0,0.0,,N/A,Q4 2020,HEALTH CARE,13F,09/30/2021,,
Eastside distilling inc,EAST,"",7824.0,20000.0,5.5966e-07,0.0,5385,319.0,4.2505,addition,0.0587494,Q2 2018,CONSUMER STAPLES,13F,09/30/2021,5.4289,2.49
Arco platform ltd,ARCE,"",906.0,20000.0,5.5966e-07,0.0,5386,-1242.0,-57.821229,reduction,0.0030013,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,33.17,17.3
Solitario zinc corp,XPL,"",33580.0,19000.0,5.31677e-07,0.0,5387,1276.0,3.949975,addition,0.0574569,Q1 2017,MATERIALS,13F,09/30/2021,0.5985,0.5
Emerson radio corp. (de),MSN,"",16988.0,19000.0,5.31677e-07,0.0,5388,638.0,3.902141,addition,0.0807313,Q1 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,1.3321,1.26
First trust nasdaq-100 ex-tech sector index fund,QQXT,"",225.0,19000.0,5.31677e-07,0.0,5389,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,41.47,89.47
First trust materials alphadex fund-first trust materials alphadex fund,FXZ,"",339.0,19000.0,5.31677e-07,0.0,5390,0.0,0.0,,No Data,Q1 2021,FINANCE,13F,09/30/2021,55.15,61.87
Qiwi plc adr,QIWI,"",2196.0,19000.0,5.31677e-07,0.0,5391,-389.0,-15.048356,reduction,0.0041989,Q3 2013,COMMUNICATIONS,13F,09/30/2021,14.23,8.79
Schwab u.s. reit etf,SCHH,"",415.0,19000.0,5.31677e-07,0.0,5392,-4784.0,-92.017696,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,38.86,49.84
Inflarx nv,IFRX,"",7419.0,19000.0,5.31677e-07,0.0,5393,0.0,0.0,,0.0171623,Q4 2017,HEALTH CARE,13F,09/30/2021,4.69,5.22
Abcam plc ads,ABCM,"",962.0,19000.0,5.31677e-07,0.0,5394,0.0,0.0,,0.0004242,Q1 2021,HEALTH CARE,13F,09/30/2021,19.18,23.21
Addvantage technologies group inc,AEY,"",7632.0,18000.0,5.03694e-07,0.0,5395,319.0,4.362095,addition,0.0610005,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,1.8713,2.02
Interlink electronics inc,LINK,"",1950.0,18000.0,5.03694e-07,0.0,5396,1823.0,1435.433071,addition,0.0295415,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,9.3731,9.13
Vaneck vectors high yield muni etf-vaneck vectors high yield muni etf,HYD,"",281.0,18000.0,5.03694e-07,0.0,5397,114.0,68.263473,addition,No Data,Q3 2016,FINANCE,13F,09/30/2021,60.8338,62.23
Vanguard long-term corporate bond index fund-etf shares,VCLT,"",170.0,18000.0,5.03694e-07,0.0,5398,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,89.66,105.78
Vanguard s&p 500 value index fund-etf shares,VOOV,"",129.0,18000.0,5.03694e-07,0.0,5399,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,93.49,148.5
Takung art co ltd,TKAT,"",2378.0,18000.0,5.03694e-07,0.0,5400,837.0,54.31538,addition,0.0191792,Q2 2021,HEALTH CARE,13F,09/30/2021,13.4446,4.9
Ishares esg 1-5 year usd corporate bond etf,SUSB,"",685.0,18000.0,5.03694e-07,,5401,685.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,25.98,25.75
Stryve foods inc,SNAX,"",3304.0,18000.0,5.03694e-07,,5402,3304.0,,new,0.0366406,Q3 2021,FINANCE,13F,09/30/2021,5.35,4.36
Biomx ord shs,PHGE,"",5750.0,18000.0,5.03694e-07,0.0,5403,0.0,0.0,,N/A,Q2 2020, ,13F,09/30/2021,,
Oppfi inc,OPFI,"",2315.0,18000.0,5.03694e-07,,5404,2315.0,,new,0.0171933,Q3 2021,FINANCE,13F,09/30/2021,7.86,6.3
Gray television inc. class a,GTN.A,"",756.0,17000.0,4.75711e-07,0.0,5405,0.0,0.0,,0.0105424,Q4 2019,COMMUNICATIONS,13F,09/30/2021,19.27,21.0
Spdr portfolio intermediate term corporate bond etf-spdr portfolio intermediate term corporate bond etf,SPIB,"",467.0,17000.0,4.75711e-07,0.0097,5406,-9525163.0,-99.995097,reduction,No Data,Q4 2017,FINANCE,13F,09/30/2021,36.76,36.18
Ishares msci emerging markets multifactor etf-ishares msci emerging markets multifactor etf,EMGF,"",339.0,17000.0,4.75711e-07,,5407,339.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,51.6,52.31
Nuverra environmental solutions inc,NES,"",8720.0,17000.0,4.75711e-07,0.0,5408,-10622.0,-54.916761,reduction,0.0544997,Q2 2021,ENERGY,13F,09/30/2021,2.16,1.81
Jianpu technology inc,JT,"",11248.0,17000.0,4.75711e-07,,5409,11248.0,,new,0.0687624,Q1 2021,FINANCE,13F,09/30/2021,1.47,1.38
Digital brands group inc,DBGI,"",5633.0,17000.0,4.75711e-07,,5410,5633.0,,new,0.0513254,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,3.04,3.18
Sonoma pharmaceuticals inc,SNOA,"",2875.0,16000.0,4.47728e-07,0.0,5411,0.0,0.0,,0.1374026,Q1 2017,HEALTH CARE,13F,09/30/2021,479.27,5.44
Navios maritime partners lp,NMM,"",481.0,16000.0,4.47728e-07,0.0,5412,-453.0,-48.501071,reduction,0.0042397,Q2 2021,TRANSPORTS,13F,09/30/2021,29.56,25.89
Invesco dynamic biotechnology & genome etf-invesco dynamic biotechnology & genome etf,PBE,"",213.0,16000.0,4.47728e-07,0.0,5413,0.0,0.0,,No Data,Q1 2021,HEALTH CARE,13F,09/30/2021,73.82,71.78
Target hospitality corporation,THWWW,"",39997.0,16000.0,4.47728e-07,0.0,5414,0.0,0.0,,N/A,Q1 2019, ,13F,09/30/2021,,
First trust consumer staples alphadex fund-first trust consumer staples alphadex fund,FXG,"",274.0,15000.0,4.19745e-07,0.0,5415,0.0,0.0,,No Data,Q1 2021,FINANCE,13F,09/30/2021,57.47,59.76
Vermillion energy  inc.,VET,"",1562.0,15000.0,4.19745e-07,0.0,5416,0.0,0.0,,0.0009645,Q1 2017,ENERGY,13F,09/30/2021,24.83,9.76
Vanguard russell 1000 growth index fund-etf shares,VONG,"",209.0,15000.0,4.19745e-07,0.0,5417,0.0,0.0,,No Data,Q4 2016,FINANCE,13F,09/30/2021,15.07,78.56
Superior drilling products inc,SDPI,"",8294.0,15000.0,4.19745e-07,0.0,5418,319.0,4.0,addition,0.0321943,Q1 2017,ENERGY,13F,09/30/2021,1.6442,1.05
Monolithic system technology inc,MOSY,"",2842.0,14000.0,3.91762e-07,0.0,5419,2038.0,253.482587,addition,0.0328161,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,222.0472,5.29
Vanguard long-term bond etf,BLV,"",132.0,14000.0,3.91762e-07,0.0,5420,-264.0,-66.666667,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,100.03,102.68
Liberty global plc class b,LBTYB,"",485.0,14000.0,3.91762e-07,0.0,5421,0.0,0.0,,0.0037507,Q2 2020,COMMUNICATIONS,13F,09/30/2021,21.83,29.42
Schwab short-term u.s. treasury etf,SCHO,"",273.0,14000.0,3.91762e-07,0.0,5422,-13.0,-4.545455,reduction,No Data,Q1 2017,FINANCE,13F,09/30/2021,51.27,50.98
Cynergistek inc,CTEK,"",7910.0,14000.0,3.91762e-07,0.0,5423,319.0,4.202345,addition,0.0652603,Q3 2017,INDUSTRIALS,13F,09/30/2021,3.4698,1.76
Schwab fundamental international small company index etf,FNDC,"",353.0,14000.0,3.91762e-07,0.0,5424,-42.0,-10.632911,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,30.99,38.97
Freyr battery,FREY,"",1368.0,14000.0,3.91762e-07,,5425,1368.0,,new,0.0011749,Q3 2021,FINANCE,13F,09/30/2021,9.87,13.72
Centrais electricas pfd adr,EBR.B,"",1857.0,13000.0,3.63779e-07,0.0,5426,0.0,0.0,,0.0006634,Q2 2020,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,6.03,5.82
Intl general ins hldgs ltd -,IGIC,"",1611.0,13000.0,3.63779e-07,0.0,5427,0.0,0.0,,0.0033166,Q2 2020,FINANCE,13F,09/30/2021,,8.42
Spdr dj euro stoxx 50 etf,FEZ,"",262.0,12000.0,3.35796e-07,0.0004,5428,-284632.0,-99.908036,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,41.79,48.29
Algonquin power & utilities,AQN,"",786.0,12000.0,3.35796e-07,,5429,786.0,,new,0.0001273,Q4 2020,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,14.66,14.11
Scworx corporation,WORX,"",5393.0,12000.0,3.35796e-07,0.0,5430,0.0,0.0,,N/A,Q2 2019, ,13F,09/30/2021,,
Ihuman inc. ads,IH,"",2482.0,12000.0,3.35796e-07,0.0,5431,-46690.0,-94.952412,reduction,0.0101205,Q1 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,12.51,5.12
Fat brands inc class b,FATBB,"",1388.0,12000.0,3.35796e-07,,5432,1388.0,,new,0.1092326,Q3 2021, ,13F,09/30/2021,8.82,17.03
Destination xl group inc.,DXLG,"",1810.0,11000.0,3.07813e-07,,5433,1810.0,,new,0.0028482,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,6.12,8.85
America movil s.a.b. de c.v. adr,AMOV,"",608.0,11000.0,3.07813e-07,0.0,5434,0.0,0.0,,0.0023831,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,14.99,17.92
Adams diversified equity fund inc (adams express co.),ADX,"",541.0,11000.0,3.07813e-07,0.0,5435,0.0,0.0,,No Data,Q3 2020,FINANCE,13F,09/30/2021,16.26,22.21
Fidelity msci materials index etf-fidelity msci materials index etf,FMAT,"",253.0,11000.0,3.07813e-07,,5436,253.0,,new,No Data,Q3 2021,FINANCE,13F,09/30/2021,44.27,49.66
X financial-adr,XYF,"",2634.0,11000.0,3.07813e-07,0.0,5437,1908.0,262.809917,addition,N/A,Q2 2021, ,13F,09/30/2021,,
Zenvia inc,ZENV,"",808.0,11000.0,3.07813e-07,,5438,808.0,,new,0.0052777,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,13.75,10.52
First trust us equity opport etf,FPX,"",77.0,10000.0,2.7983e-07,0.0,5439,-36.0,-31.858407,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,60.39,134.07
Spdr(r) bloomberg barclays 1-3 month t-bill etf-spdr(r) bloomberg barclays 1-3 month t-bill etf,BIL,"",108.0,10000.0,2.7983e-07,0.0,5440,-28.0,-20.588235,reduction,No Data,Q1 2018,FINANCE,13F,09/30/2021,91.55,91.43
Hailiang education group inc adr,HLG,"",298.0,10000.0,2.7983e-07,0.0,5441,-235.0,-44.090056,reduction,0.0011560,Q1 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,55.15,26.3
Goldman sachs activebeta(r) international equity etf-goldman sachs activebet(r) international equity etf,GSIE,"",290.0,10000.0,2.7983e-07,0.0,5442,100.0,52.631579,addition,No Data,Q4 2017,FINANCE,13F,09/30/2021,30.0948,35.63
Xinyuan real estate co ltd adr,XIN,"",5050.0,9000.0,2.51847e-07,0.0,5443,0.0,0.0,,0.0094050,Q1 2021,REAL ESTATE,13F,09/30/2021,2.81,1.05
Fidelity nasdaq composite index etf,ONEQ,"",156.0,9000.0,2.51847e-07,0.0,5444,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,10.34,61.98
Ishares interest rate hedged corporate bond etf,LQDH,"",98.0,9000.0,2.51847e-07,0.0003,5445,-101742.0,-99.903771,reduction,No Data,Q2 2017,FINANCE,13F,09/30/2021,95.52,96.07
Glbl indemnity ltd,GBLI,"",268.0,7000.0,1.95881e-07,0.0,5446,0.0,0.0,,0.0025573,Q1 2016,FINANCE,13F,09/30/2021,29.64,26.2
Star equity holdings inc,STRR,"",2730.0,7000.0,1.95881e-07,0.0,5447,0.0,0.0,,0.0534353,Q1 2017,HEALTH CARE,13F,09/30/2021,45.47,2.47
Newtek business services corp,NEWT,"",237.0,7000.0,1.95881e-07,0.0,5448,0.0,0.0,,0.0010529,Q2 2021,FINANCE,13F,09/30/2021,34.92,30.3
Invesco emerging markets sovereign debt,PCY,"",277.0,7000.0,1.95881e-07,0.0,5449,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,28.35,26.55
Ikonics corp,IKNX,"",237.0,7000.0,1.95881e-07,0.0,5450,0.0,0.0,,0.0119625,Q1 2017,MATERIALS,13F,09/30/2021,10.04,38.98
Vanguard russell 3000 index fund-etf shares,VTHR,"",37.0,7000.0,1.95881e-07,0.0,5451,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,118.48,215.85
Xtrackers msci eafe hedged equity etf-xtrackers msci eafe hedged equity etf,DBEF,"",192.0,7000.0,1.95881e-07,0.0,5452,0.0,0.0,,No Data,Q4 2015,FINANCE,13F,09/30/2021,33.38,39.77
First trust energy income and growth fund,XFENX,"",542.0,7000.0,1.95881e-07,,5453,542.0,,new,N/A,Q3 2021,MUTUAL FUND,13F,09/30/2021,,
