Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Wa prime group inc,WPG,,15463,33000,9.17E-07,0.0001,5217,-794450,-98.090783,reduction,0.0632184,Q2 2014,REAL ESTATE,13F,6/30/21,46.61,
Xunlei ltd adr,XNET,,7221,33000,9.17E-07,0,5218,3113,75.778968,addition,0.0107877,Q3 2020,COMMUNICATIONS,13F,6/30/21,5.6864,2.92
Sprott physical gold and silver trust (central fund of canada),CEF,,1707,32000,8.89E-07,0,5219,-241,-12.371663,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,11.95,18.07
Vanguard short-term government etf,VGSH,,517,32000,8.89E-07,0,5220,-25,-4.612546,reduction,No Data,Q4 2016,FINANCE,13F,6/30/21,62.05,61.21
Manchester united ltd class a,MANU,,2112,32000,8.89E-07,0,5221,-1325,-38.551062,reduction,0.0048791,Q1 2021,INDUSTRIALS,13F,6/30/21,15.74,16.29
Grupo simec s.a.b. de cv adr,SIM,,1061,31000,8.62E-07,0,5222,0,0,,0.0006395,Q1 2021,MATERIALS,13F,6/30/21,11.75,26.49
Granite real estate investment trusts,GRP.U,,469,31000,8.62E-07,0,5223,0,0,,0.0007141,Q1 2021,REAL ESTATE,13F,6/30/21,60.91,81.05
Biomx ord shs,PHGE,,5750,31000,8.62E-07,0,5224,3676,177.242044,addition,N/A,Q2 2020, ,13F,6/30/21,,
Schwab fd us sml comp index,FNDA,,554,30000,8.34E-07,0,5225,-59,-9.624796,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,41.07,54.8
Star peak ii corp.,STPC.UN,,2913,30000,8.34E-07,0,5226,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,10.47,
Trinity cap inc,TRIN,,2067,30000,8.34E-07,,5227,2067,,new,0.0077839,Q2 2021, ,13F,6/30/21,14.48,16.15
Iamgold corp,IAG,,9774,29000,8.06E-07,0,5228,-179,-1.798453,reduction,0.0020504,Q1 2021,MATERIALS,13F,6/30/21,2.98,2.77
Invesco high yield equity dividend achieverstm etf-invesco high yield equity dividend achieverstm etf,PEY,,1422,29000,8.06E-07,0,5229,0,0,,No Data,Q4 2019,FINANCE,13F,6/30/21,18.99,20.36
Marin software inc,MRIN,,2769,29000,8.06E-07,0,5230,0,0,,0.017903,Q1 2017,COMMUNICATIONS,13F,6/30/21,500.23,6.3
Ishares s&p 100 etf,OEF,,143,28000,7.78E-07,0,5231,-100,-41.152263,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,141.38,212.18
Navios maritime partners lp,NMM,,934,28000,7.78E-07,,5232,934,,new,0.0082326,Q2 2021,TRANSPORTS,13F,6/30/21,29.56,29.93
Invesco s&p 500 pure growth etf-invesco s&p 500 pure growth etf,RPG,,150,28000,7.78E-07,0,5233,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,164.27,211.86
Qiwi plc adr,QIWI,,2585,28000,7.78E-07,0,5234,0,0,,0.0049427,Q3 2013,COMMUNICATIONS,13F,6/30/21,14.23,8.75
Galmed pharmaceuticals ltd,GLMD,,9116,28000,7.78E-07,0,5235,0,0,,0.036342,Q2 2020,HEALTH CARE,13F,6/30/21,4.24,2.47
Iterum therapeutics plc,ITRM,,12241,28000,7.78E-07,,5236,12241,,new,0.0066973,Q2 2021,HEALTH CARE,13F,6/30/21,2.31,0.534
Limestone bancorp inc,LMST,,1660,28000,7.78E-07,0.0001,5237,-250241,-99.341011,reduction,0.0251413,Q2 2018,FINANCE,13F,6/30/21,,18.25
Polypid ltd.,PYPD,,3091,28000,7.78E-07,0,5238,0,0,,0.0167129,Q3 2020,HEALTH CARE,13F,6/30/21,11.01,7.11
Mays (j.w.) inc,MAYS,,997,27000,7.50E-07,0,5239,806,421.989529,addition,0.0494598,Q1 2017,REAL ESTATE,13F,6/30/21,32.2448,34.9
Ishares morningstar growth etf-ishares morningstar growth etf,ILCG,,421,27000,7.50E-07,0,5240,-44,-9.462366,reduction,No Data,Q1 2018,FINANCE,13F,6/30/21,9.23,71.04
Knot offshore partners l.p.,KNOP,,1358,27000,7.50E-07,0,5241,-3731,-73.314993,reduction,0.0041265,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,10.2,18.25
First trust amex biotech index fund,FBT,,151,26000,7.23E-07,0,5242,0,0,,No Data,Q1 2021,HEALTH CARE,13F,6/30/21,160.5,165.9
Pluristem therapeutics inc,PSTI,,6677,26000,7.23E-07,,5243,6677,,new,0.0208625,Q2 2021,HEALTH CARE,13F,6/30/21,3.96,2.65
Westport fuel,WPRT,,4833,26000,7.23E-07,0,5244,-162568,-97.11292,reduction,0.0031175,Q1 2021,CONSUMER DISCRETIONARY,13F,6/30/21,7.19,3.29
Takung art co ltd,TKAT,,1541,26000,7.23E-07,,5245,1541,,new,0.0124285,Q2 2021,HEALTH CARE,13F,6/30/21,16.63,6.03
Golden star resources ltd,GSS,,8849,25000,6.95E-07,0,5246,7354,491.906355,addition,0.0076466,Q1 2021,MATERIALS,13F,6/30/21,2.8503,3.15
Irsa propiedades comerciales s.a. adr,IRCP,,2381,25000,6.95E-07,0,5247,0,0,,0.0017597,Q4 2019,REAL ESTATE,13F,6/30/21,16.4,2.8
Pimco 1-5 year u.s. tips index exchange-traded fund-pimco 1-5 year u.s. tips index exchange-traded fund,STPZ,,450,25000,6.95E-07,0,5248,-115,-20.353982,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,51.64,55.07
Proshares russell 2000 dividend growers etf-proshares russell 2000 dividend growers etf,SMDV,,380,25000,6.95E-07,0,5249,372,4650,addition,No Data,Q1 2018,FINANCE,13F,6/30/21,63.3992,64.13
Xtrackers s&p 500 esg etf,SNPE,,662,25000,6.95E-07,0,5250,0,0,,No Data,Q4 2020,FINANCE,13F,6/30/21,32.98,41.1
Inventiva s.a. adr,IVA,,1848,25000,6.95E-07,0,5251,-3954,-68.148914,reduction,0.0047838,Q3 2020,HEALTH CARE,13F,6/30/21,11.82,15.65
Vicarious surgical inc,RBOT,,2462,25000,6.95E-07,,5252,2462,,new,0.0071362,Q2 2021,FINANCE,13F,6/30/21,9.97,13.07
Brookfield asset management reinsurance partners ltd,BAMR,,481,25000,6.95E-07,,5253,481,,new,0.0044218,Q2 2021,FINANCE,13F,6/30/21,52.02,61.65
First trust consumer discretionary alphadex fund-first trust consumer discretionary alphadex fund,FXD,,400,24000,6.67E-07,0,5254,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,58.2,61.82
Holicity inc.,HOLUU,,1976,24000,6.67E-07,0,5255,-3021,-60.456274,reduction,0.007904,Q1 2021,FINANCE,13F,6/30/21,11.79,9.74
Cm life sciences iii inc,CMLTW,,9317,24000,6.67E-07,,5256,9317,,new,N/A,Q2 2021, ,13F,6/30/21,,
Spdr(r) s & p 600 small cap growth etf-spdr(r) s & p 600 small cap growth etf,SLYG,,261,23000,6.39E-07,0,5257,14,5.668016,addition,No Data,Q4 2015,FINANCE,13F,6/30/21,57.048,90.76
Solitario zinc corp,XPL,,32304,22000,6.11E-07,0,5258,928,2.957675,addition,0.0552736,Q1 2017,MATERIALS,13F,6/30/21,0.602,0.57
Dynatronics corp.,DYNT,,18478,22000,6.11E-07,0,5259,-3608,-16.336141,reduction,0.1051422,Q1 2017,HEALTH CARE,13F,6/30/21,2.85,1.43
Hailiang education group inc adr,HLG,,533,22000,6.11E-07,0,5260,-1,-0.187266,reduction,0.0020677,Q1 2021,CONSUMER DISCRETIONARY,13F,6/30/21,55.15,31.15
Inflarx nv,IFRX,,7419,22000,6.11E-07,0,5261,0,0,,0.0171623,Q4 2017,HEALTH CARE,13F,6/30/21,4.69,4.24
Target hospitality corporation,THWWW,,39997,22000,6.11E-07,0,5262,0,0,,N/A,Q1 2019, ,13F,6/30/21,,
Sonoma pharmaceuticals inc,SNOA,,2875,21000,5.84E-07,0,5263,-569,-16.521487,reduction,0.1374026,Q1 2017,HEALTH CARE,13F,6/30/21,479.27,5.8
Eastside distilling inc,EAST,,7505,21000,5.84E-07,0,5264,232,3.18988,addition,0.0563541,Q2 2018,CONSUMER STAPLES,13F,6/30/21,5.5528,2.77
Garrett motion inc,GTX,,2622,21000,5.84E-07,,5265,2622,,new,0.00403,Q2 2021,CONSUMER DISCRETIONARY,13F,6/30/21,7.98,6.74
Gh research plc,GHRS,,1000,21000,5.84E-07,,5266,1000,,new,0.0020469,Q2 2021,HEALTH CARE,13F,6/30/21,21.73,25.31
Lightinthebox holding co. ltd adr,LITB,,10026,20000,5.56E-07,0,5267,8905,794.380018,addition,0.0089458,Q1 2021,CONSUMER DISCRETIONARY,13F,6/30/21,2.065,1.5
Puxin ltd,NEW,,11393,20000,5.56E-07,0,5268,-320055,-96.562658,reduction,0.013026,Q4 2020,CONSUMER DISCRETIONARY,13F,6/30/21,5.19,0.59
Emerson radio corp. (de),MSN,,16350,19000,5.28E-07,0,5269,464,2.920811,addition,0.0776993,Q1 2017,CONSUMER DISCRETIONARY,13F,6/30/21,1.3355,1.16
Addvantage technologies group inc,AEY,,7313,19000,5.28E-07,0,5270,232,3.276373,addition,0.0584508,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,1.8454,2.23
Spdr(r) bloomberg barclays international treasury bond etf-spdr(r) bloomberg barclays international treasury bond etf,BWX,,663,19000,5.28E-07,0,5271,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,24.98,28.58
First trust nasdaq-100 ex-tech sector index fund,QQXT,,225,19000,5.28E-07,0,5272,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,41.47,88.81
First trust materials alphadex fund-first trust materials alphadex fund,FXZ,,339,19000,5.28E-07,0,5273,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,55.15,60.12
Deutsche x-trackers usd high yield corporate bond etf,HYLB,,491,19000,5.28E-07,0.0024,5274,-2055807.75,-99.976122,reduction,No Data,Q3 2018,FINANCE,13F,6/30/21,31.06,39.82
Wisdomtree us midcap dividend fund,DON,,435,18000,5.00E-07,0,5275,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,40.42,43.25
Ocean bio-chem inc.,OBCI,,1471,18000,5.00E-07,0,5276,-10486,-87.697583,reduction,0.0155074,Q1 2017,CONSUMER STAPLES,13F,6/30/21,13.4,10.21
Vanguard long-term corporate bond etf,VCLT,,170,18000,5.00E-07,0,5277,-4,-2.298851,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,89.66,107.13
Vanguard s&p 500 value etf,VOOV,,129,18000,5.00E-07,0,5278,-188,-59.305994,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,93.49,147
Immatics n.v.,4A3:FWB,,1586,18000,5.00E-07,0,5279,-431,-21.368369,reduction,N/A,Q4 2020,HEALTH CARE,13F,6/30/21,,
Abcam plc ads,ABCM,,962,18000,5.00E-07,0,5280,225,30.529172,addition,0.0004242,Q1 2021,HEALTH CARE,13F,6/30/21,19.1779,23
Manhattan bridge capital inc,LOAN,,2209,17000,4.72E-07,0,5281,-22613,-91.100637,reduction,0.0192171,Q1 2017,COMMUNICATIONS,13F,6/30/21,5.8,6.4
Cheetah mobile inc adr,CMCM,,7040,17000,4.72E-07,0,5282,4566,184.559418,addition,0.0157987,Q1 2021,INFORMATION TECHNOLOGY,13F,6/30/21,2.3278,1.68
Invesco dynamic biotechnology & genome etf-invesco dynamic biotechnology & genome etf,PBE,,213,16000,4.45E-07,0,5283,0,0,,No Data,Q1 2021,HEALTH CARE,13F,6/30/21,73.82,75.07
Centrais electricas pfd adr,EBR.B,,1857,16000,4.45E-07,0,5284,0,0,,0.0006634,Q2 2020,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,6.03,6.03
Gray television inc. class a,GTN.A,,756,16000,4.45E-07,0,5285,0,0,,0.0105424,Q4 2019,COMMUNICATIONS,13F,6/30/21,19.27,22.39
Delmar bancorp,PTRS,,1964,16000,4.45E-07,0.0001,5286,-489327,-99.600237,reduction,0.0110427,Q2 2020,FINANCE,13F,6/30/21,6.67,8.64
First trust consumer staples alphadex fund-first trust consumer staples alphadex fund,FXG,,274,16000,4.45E-07,0,5287,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,57.47,57.52
Schwab fundamental international small company index etf,FNDC,,395,16000,4.45E-07,0,5288,-208,-34.494196,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,30.99,39.31
Soleno therapeutics inc,SLNO,,13395,16000,4.45E-07,0.0001,5289,-2971291,-99.551209,reduction,0.0167943,Q1 2017,HEALTH CARE,13F,6/30/21,2.68,0.744
Schwab short-term u.s. treasury etf,SCHO,,286,15000,4.17E-07,0,5290,46,19.166667,addition,No Data,Q1 2017,FINANCE,13F,6/30/21,51.2703,51.03
Vanguard russell 1000 growth etf,VONG,,209,15000,4.17E-07,0,5291,-31,-12.916667,reduction,No Data,Q4 2016,FINANCE,13F,6/30/21,15.07,76.6
Epsilon energy ltd,EPSN,,3044,15000,4.17E-07,0,5292,-46687,-93.879069,reduction,0.0129367,Q2 2019,ENERGY,13F,6/30/21,3,5.43
Cynergistek inc,CTEK,,7591,15000,4.17E-07,0,5293,232,3.152602,addition,0.0626284,Q3 2017,INDUSTRIALS,13F,6/30/21,3.5423,1.76
Intl general ins hldgs ltd -,IGIC,,1611,15000,4.17E-07,0,5294,-12700,-88.742925,reduction,0.0033166,Q2 2020,FINANCE,13F,6/30/21,,8.52
Yunhong international,ZGYH,,1432,15000,4.17E-07,,5295,1432,,new,0.0198352,Q2 2021,FINANCE,13F,6/30/21,10.151,10.29
First trust us equity opport etf,FPX,,113,14000,3.89E-07,0,5296,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,60.39,130.72
Vermillion energy  inc.,VET,,1562,14000,3.89E-07,0,5297,-1868,-54.460641,reduction,0.0009645,Q1 2017,ENERGY,13F,6/30/21,24.83,10.84
Lixte biotechnology holdings inc,LIXT,,4599,14000,3.89E-07,0,5298,4296,1417.821782,addition,0.0334556,Q1 2021,HEALTH CARE,13F,6/30/21,3.0471,1.88
Xinyuan real estate co ltd adr,XIN,,5050,13000,3.61E-07,0,5299,-1660,-24.739195,reduction,0.009405,Q1 2021,REAL ESTATE,13F,6/30/21,2.81,1.15
Liberty global plc class b,LBTYB,,485,13000,3.61E-07,0,5300,0,0,,0.0037507,Q2 2020,COMMUNICATIONS,13F,6/30/21,21.83,28.54
Envela corp,ELA,,2628,13000,3.61E-07,0.0001,5301,-423074,-99.382667,reduction,0.0097606,Q2 2020,CONSUMER DISCRETIONARY,13F,6/30/21,6.02,4.37
Tuniu corp adr,TOUR,,5307,13000,3.61E-07,0,5302,3763,243.717617,addition,0.004508,Q1 2021,COMMUNICATIONS,13F,6/30/21,2.6942,1.33
Bogota financial corp,BSBK,,1308,13000,3.61E-07,0.0001,5303,-353046,-99.630878,reduction,0.0090673,Q1 2020,FINANCE,13F,6/30/21,8.91,10.2
Skillful craftsman education technology ltd,EDTK,,5883,13000,3.61E-07,0,5304,0,0,,0.049025,Q3 2020,CONSUMER DISCRETIONARY,13F,6/30/21,3.27,1.37
Lynch corp. (lynch glass machine co.),LGL,,1156,12000,3.34E-07,0,5305,-9169,-88.803874,reduction,0.0219263,Q1 2017,INDUSTRIALS,13F,6/30/21,9.03,12.66
Spdr(r) bloomberg barclays 1-3 month t-bill etf-spdr(r) bloomberg barclays 1-3 month t-bill etf,BIL,,136,12000,3.34E-07,0,5306,29,27.102804,addition,No Data,Q1 2018,FINANCE,13F,6/30/21,91.5487,91.45
Spdr(r) nuveen bloomberg barclays short term municipal bond etf-spdr(r) nuveen bloomberg barclays short term municipal bond etf,SHM,,247,12000,3.34E-07,0,5307,5,2.066116,addition,No Data,Q3 2016,FINANCE,13F,6/30/21,49.5012,49.28
Smart share glbl ltd,EM,,1918,12000,3.34E-07,,5308,1918,,new,0.0009028,Q2 2021, ,13F,6/30/21,6.07,2.84
Adams diversified equity fund inc (adams express co.),ADX,,541,11000,3.06E-07,0,5309,0,0,,No Data,Q3 2020,FINANCE,13F,6/30/21,16.26,21.21
Mind c.t.i. ltd,MNDO,,3683,11000,3.06E-07,0,5310,-54669,-93.688305,reduction,0.0184281,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,2.27,3.33
Vaneck vectors high yield muni etf-vaneck vectors high yield muni etf,HYD,,167,11000,3.06E-07,0,5311,22,15.172414,addition,No Data,Q3 2016,FINANCE,13F,6/30/21,59.7115,62.09
Spdr portfolio s&p 500 high dividend etf-spdr portfolio s&p 500 high dividend etf,SPYD,,265,11000,3.06E-07,0,5312,0,0,,No Data,Q4 2017,FINANCE,13F,6/30/21,39.31,40.31
Rise education cayman ltd,REDU,,4311,11000,3.06E-07,0,5313,0,0,,0.0076324,Q4 2017,CONSUMER DISCRETIONARY,13F,6/30/21,4.05,0.815
Vanguard mega cap 300 value index etf,MGV,,101,10000,2.78E-07,0,5314,-3,-2.884615,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,78.61,103.48
Research solutions inc,RSSS,,3604,10000,2.78E-07,0,5315,-61449,-94.459902,reduction,0.013541,Q2 2020,INDUSTRIALS,13F,6/30/21,2.34,2.51
X financial-adr,XYF,,726,10000,2.78E-07,,5316,726,,new,N/A,Q2 2021, ,13F,6/30/21,,
Star equity holdings inc,STRR,,2730,9000,2.50E-07,0,5317,0,0,,0.0534353,Q1 2017,HEALTH CARE,13F,6/30/21,45.47,2.64
America movil s.a.b. de c.v. adr,AMOV,,608,9000,2.50E-07,,5318,608,,new,0.0023831,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,14.99,17.67
Fidelity nasdaq composite index etf,ONEQ,,156,9000,2.50E-07,0,5319,-4,-2.5,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,10.34,60.26
Scworx corporation,WORX,,5393,9000,2.50E-07,0,5320,0,0,,N/A,Q2 2019, ,13F,6/30/21,,
Scopus biopharma inc.,SCPS,,1268,9000,2.50E-07,0,5321,-106969,-98.828497,reduction,0.0070077,Q1 2021,HEALTH CARE,13F,6/30/21,8.45,3.38
Newtek business services corp,NEWT,,237,8000,2.22E-07,,5322,237,,new,0.0010529,Q2 2021,FINANCE,13F,6/30/21,34.92,30.04
Invesco emerging markets sovereign debt,PCY,,277,8000,2.22E-07,0,5323,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,28.35,26.7
Armata pharmaceuticals inc,ARMP,,2001,8000,2.22E-07,0,5324,-38447,-95.052907,reduction,0.008024,Q1 2017,HEALTH CARE,13F,6/30/21,4.9,3.2
Spdr(r) bloomberg barclays emerging markets local bond etf-spdr(r) bloomberg barclays emerging markets local bond etf,EBND,,280,8000,2.22E-07,0,5325,200,250,addition,No Data,Q1 2020,FINANCE,13F,6/30/21,25.9643,24.89
First trust preferred securities and income etf,FPE,,372,8000,2.22E-07,0,5326,-2102,-84.963622,reduction,No Data,Q1 2021,FINANCE,13F,6/30/21,20.15,20.48
Spdr euro stoxx small cap quality mix etf,QEFA,,103,8000,2.22E-07,0,5327,0,0,,No Data,Q2 2019,FINANCE,13F,6/30/21,63.08,77.4
Hillman solutions corp,HLMN,,610,8000,2.22E-07,,5328,610,,new,0.0003252,Q2 2021,FINANCE,13F,6/30/21,12.4,10.97
Vera therapeutics inc,VERA,,593,8000,2.22E-07,,5329,593,,new,0.0028281,Q2 2021,HEALTH CARE,13F,6/30/21,13.26,19.35
Glbl indemnity ltd,GBLI,,268,7000,1.95E-07,0,5330,0,0,,0.0025573,Q1 2016,FINANCE,13F,6/30/21,29.64,25.25
Rada electronic industries ltd.,RADA,,582,7000,1.95E-07,0,5331,-5518,-90.459016,reduction,0.0011816,Q2 2020,INDUSTRIALS,13F,6/30/21,7.06,10.23
Invesco ny amt-free muni bd etf,PZT,,250,7000,1.95E-07,0,5332,0,0,,No Data,Q3 2018,FINANCE,13F,6/30/21,23.58,25.9
Vanguard russell 3000 etf,VTHR,,37,7000,1.95E-07,0,5333,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,118.48,211.54
Xtrackers msci eafe hedged equity etf-xtrackers msci eafe hedged equity etf,DBEF,,192,7000,1.95E-07,0,5334,-89,-31.672598,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,33.38,38.97
Superior drilling products inc,SDPI,,7975,7000,1.95E-07,0,5335,232,2.996255,addition,0.030956,Q1 2017,ENERGY,13F,6/30/21,1.6385,1.18
Midwest holdings inc.,MDWT,,187,7000,1.95E-07,0,5336,-19329,-99.041812,reduction,0.0050033,Q1 2021,FINANCE,13F,6/30/21,49.99,39.34
Goldman sachs activebeta international equity etf,GSIE,,190,7000,1.95E-07,0,5337,0,0,,No Data,Q4 2017,FINANCE,13F,6/30/21,27.95,35.34
Inspire 100 etf,BIBL,,165,7000,1.95E-07,0,5338,0,0,,No Data,Q2 2020,FINANCE,13F,6/30/21,30.45,45.34
New gold inc. adr,NGD,,3096,6000,1.67E-07,0,5339,661,27.145791,addition,0.0004547,Q1 2021,MATERIALS,13F,6/30/21,1.5976,1.39
Houston american energy corp,HUSA,,2346,6000,1.67E-07,0,5340,0,0,,0.0236412,Q1 2017,ENERGY,13F,6/30/21,3.44,1.81
Seneca foods corp.  class b,SENEB,,117,6000,1.67E-07,0,5341,0,0,,0.0068584,Q1 2017,CONSUMER STAPLES,13F,6/30/21,38.2,51.65
China automotive systems inc,CAAS,,1180,6000,1.67E-07,0,5342,0,0,,0.0038247,Q1 2019,CONSUMER DISCRETIONARY,13F,6/30/21,4.74,3.77
Invesco ftse rafi developed markets ex-u,PDN,,148,6000,1.67E-07,0,5343,0,0,,No Data,Q1 2016,FINANCE,13F,6/30/21,33.27,38.4
Tfi intl inc,TFII,,63,6000,1.67E-07,,5344,63,,new,0.0000677,Q2 2021,TRANSPORTS,13F,6/30/21,91.19,110.83
Aberdeen standard precious metals basket,GLTR,,60,6000,1.67E-07,0,5345,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,92.67,89.62
Invesco s&p midcap low volatility etf,XMLV,,111,6000,1.67E-07,0,5346,24,27.586207,addition,No Data,Q3 2017,FINANCE,13F,6/30/21,46.473,55.14
Nushares esg small-cap etf,NUSC,,126,6000,1.67E-07,0,5347,0,0,,No Data,Q4 2020,FINANCE,13F,6/30/21,38.34,45.27
Distillate us fundamental stability & value etf,DSTL,,148,6000,1.67E-07,0,5348,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,39.56,43.34
Universal security instruments  inc.,UUU,,622,5000,1.39E-07,0,5349,0,0,,0.0268928,Q1 2017,INDUSTRIALS,13F,6/30/21,2.95,5.01
Spdr(r) portfolio intermediate term treasury etf-spdr(r) portfolio intermediate term treasury etf,SPTI,,163,5000,1.39E-07,0,5350,-12,-6.857143,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,31.09,32.07
Vanguard health care etf,VHT,,20,5000,1.39E-07,0,5351,0,0,,No Data,Q2 2016,HEALTH CARE,13F,6/30/21,170.13,258.45
Monolithic system technology inc,MOSY,,804,5000,1.39E-07,0,5352,-5042,-86.247007,reduction,0.0092837,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,772.3,6.32
P & f industries  inc.  class a,PFIN,,689,5000,1.39E-07,0,5353,0,0,,0.0216579,Q1 2017,INDUSTRIALS,13F,6/30/21,7.61,6.67
Invesco 1-30 laddered treasury etf,PLW,,138,5000,1.39E-07,0,5354,0,0,,No Data,Q3 2019,FINANCE,13F,6/30/21,34.99,36.5
Ikonics corp,IKNX,,237,5000,1.39E-07,0,5355,0,0,,0.0119625,Q1 2017,MATERIALS,13F,6/30/21,10.04,26.61
Vanguard s&p small-cap 600 etf,VIOO,,24,5000,1.39E-07,0,5356,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,102.06,208.22
Canopy growth corp,CGC,,190,5000,1.39E-07,,5357,190,,new,0.0000483,Q2 2021,HEALTH CARE,13F,6/30/21,24.18,12.63
Vanguard international high dividend yield etf,VYMI,,74,5000,1.39E-07,0,5358,0,0,,No Data,Q3 2020,FINANCE,13F,6/30/21,52.06,68.01
Amplify online retail etf,IBUY,,39,5000,1.39E-07,0,5359,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,124.18,110.61
Vanguard ftse pacific etf,VPL,,52,4000,1.11E-07,0,5360,0,0,,No Data,Q4 2015,FINANCE,13F,6/30/21,67.49,80.84
Vanguard materials etf,VAW,,20,4000,1.11E-07,0,5361,0,0,,No Data,Q2 2016,FINANCE,13F,6/30/21,126.36,185.89
Neurometrix inc,NURO,,1258,4000,1.11E-07,0,5362,-270,-17.670157,reduction,0.0223489,Q1 2017,HEALTH CARE,13F,6/30/21,396.8,8.12
Taitron components inc  class a,TAIT,,800,4000,1.11E-07,0,5363,0,0,,0.0157061,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,3.01,4.05
First trust health care alphadex fund-first trust health care alphadex fund,FXH,,32,4000,1.11E-07,0,5364,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,108.61,120.97
Vanguard mega cap 300 index etf,MGC,,28,4000,1.11E-07,0,5365,3,12,addition,No Data,Q4 2015,FINANCE,13F,6/30/21,101.3311,163.42
Alps alerian mlp etf,AMLP,,100,4000,1.11E-07,0,5366,0,0,,No Data,Q4 2020,FINANCE,13F,6/30/21,25.66,35.06
Cementos pacasmayo s.a.a. adr,CPAC,,553,4000,1.11E-07,0,5367,-1336,-70.725251,reduction,0.0006523,Q1 2021,MATERIALS,13F,6/30/21,7.8,6.15
Fidelity msci information technology index etf-fidelity msci information technology index etf,FTEC,,36,4000,1.11E-07,0,5368,0,0,,No Data,Q2 2020,FINANCE,13F,6/30/21,82.24,128.26
Invesco optimum yield diver commodity st,PDBC,,209,4000,1.11E-07,0,5369,0,0,,No Data,Q1 2021,FINANCE,13F,6/30/21,17.24,22.13
Davids tea inc,DTEA,,994,4000,1.11E-07,,5370,994,,new,0.0037709,Q2 2021,CONSUMER STAPLES,13F,6/30/21,4.35,3.51
Ishares ibonds dec 2021 term muni bond etf,IBMJ,,145,4000,1.11E-07,0,5371,-617,-80.971129,reduction,No Data,Q1 2017,FINANCE,13F,6/30/21,25.52,25.58
Jpmorgan betabuilders u.s. equity etf,BBUS,,55,4000,1.11E-07,,5372,55,,new,No Data,Q2 2021,FINANCE,13F,6/30/21,78.81,84.11
Population health investment equity warr,PHICW,,3613,4000,1.11E-07,,5373,3613,,new,0.0994404,Q2 2021, ,13F,6/30/21,1.15,0.75
European sustainable growth acquisition corp,EUSGW,,4705,4000,1.11E-07,,5374,4705,,new,N/A,Q2 2021, ,13F,6/30/21,,
Eaton vance tax-managed global diversified equity income fund,EXG,,333,3000,8.34E-08,,5375,333,,new,No Data,Q2 2021,FINANCE,13F,6/30/21,10.2,10.59
Ishares morningstar small-cap value etf-ishares morningstar small-cap value etf,ISCV,,45,3000,8.34E-08,0,5376,0,0,,No Data,Q1 2017,FINANCE,13F,6/30/21,48.06,58.81
Ishares dow jones u.s. etf-ishares dow jones u.s. etf,IYY,,29,3000,8.34E-08,0,5377,-9,-23.684211,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,104.36,115.22
Ishares msci switzerland capped etf,EWL,,57,3000,8.34E-08,0,5378,-19,-25,reduction,No Data,Q4 2014,FINANCE,13F,6/30/21,37.72,49.83
Invesco ftse rafi us 1500 small-mid etf-invesco ftse rafi us 1500 small-mid etf,PRFZ,,15,3000,8.34E-08,0,5379,0,0,,No Data,Q3 2016,FINANCE,13F,6/30/21,135.16,190.38
Bel fuse inc class a,BELFA,,246,3000,8.34E-08,0,5380,0,0,,0.011469,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,22.67,14.85
